p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0.0	2.35891646263336	0.435	0.035	0.0	0	TTC6
0.0	2.35671256837274	0.964	0.213	0.0	0	CABP1
0.0	2.35134069377104	0.878	0.171	0.0	0	LNX1
0.0	2.34331794368367	0.689	0.094	0.0	0	KCNH3
0.0	2.33923692928882	0.543	0.063	0.0	0	HRH2
0.0	2.3318816757141	0.984	0.236	0.0	0	ERICH1-AS1
0.0	2.32909403584431	0.786	0.117	0.0	0	SYT7
0.0	2.32144072940543	0.781	0.12	0.0	0	CAMKK1
0.0	2.31776698584776	0.329	0.016	0.0	0	ONECUT2
0.0	2.31422172402695	0.796	0.14	0.0	0	FAM153C
0.0	2.29043423086731	0.599	0.078	0.0	0	RP11-624L4.1
0.0	2.28963331871447	0.527	0.054	0.0	0	NRN1
0.0	2.2791498154156	0.451	0.043	0.0	0	RP11-567L7.6
0.0	2.27179463074875	0.397	0.041	0.0	0	NPTX2
0.0	2.26718285668403	0.347	0.021	0.0	0	SPON2
0.0	2.26008495145991	0.318	0.018	0.0	0	HTR3B
0.0	2.25318191422046	0.946	0.207	0.0	0	CACNG3
0.0	2.24616388725222	0.449	0.043	0.0	0	PDE4C
0.0	2.2434900329775	0.477	0.054	0.0	0	AC019118.3
0.0	2.243145074528	0.551	0.067	0.0	0	MAL2
0.0	2.24154506497058	0.933	0.198	0.0	0	DLGAP2
0.0	2.24033733020377	0.732	0.123	0.0	0	PRB2
0.0	2.24014820709318	0.842	0.142	0.0	0	GRM1
0.0	2.23703033537081	0.578	0.07	0.0	0	CRYM
0.0	2.23644171124399	0.279	0.013	0.0	0	SH3RF2
0.0	2.23520941106013	0.325	0.015	0.0	0	PALMD
0.0	2.2348769572391	0.516	0.059	0.0	0	ZBBX
0.0	2.23193403484312	0.46	0.031	0.0	0	RP5-884C9.2
0.0	2.22997426131203	0.356	0.041	0.0	0	LINC01090
0.0	2.22641322067017	0.615	0.093	0.0	0	AC114765.1
0.0	2.22301175571722	0.582	0.067	0.0	0	VIPR1
0.0	2.2173402957908	0.754	0.102	0.0	0	SGK223
0.0	2.2079093518371	0.838	0.145	0.0	0	BAIAP2
0.0	2.20263551643456	0.468	0.05	0.0	0	PTPN3
0.0	2.19994372673246	0.766	0.129	0.0	0	MEIS3
0.0	2.19680814834817	0.932	0.197	0.0	0	EPHA4
0.0	2.19233134989767	0.839	0.169	0.0	0	FAM153B
0.0	2.18649723066013	0.413	0.038	0.0	0	AC062028.1
0.0	2.18597368261651	0.32	0.03	0.0	0	RP11-449D8.5
0.0	2.18073289681878	0.725	0.114	0.0	0	NIPAL2
0.0	2.17040472115897	0.587	0.079	0.0	0	SYNPO
0.0	2.16892025211546	0.959	0.191	0.0	0	SV2B
0.0	2.16555241716341	0.777	0.143	0.0	0	DLGAP3
0.0	2.16061922886945	0.78	0.135	0.0	0	MGAT5B
0.0	2.156916805981	0.447	0.059	0.0	0	RP11-127H5.1
0.0	2.14866676584741	0.864	0.153	0.0	0	PTK2B
0.0	2.14754413691161	0.691	0.104	0.0	0	RP11-379B18.6
0.0	2.13833695884554	0.822	0.168	0.0	0	PDE2A
0.0	2.13571873681108	0.257	0.016	0.0	0	RP11-563P16.1
0.0	2.12827002037155	0.893	0.174	0.0	0	AC091878.1
0.0	2.12734298198331	0.558	0.078	0.0	0	RP11-305F18.1
0.0	2.12677057936402	0.86	0.159	0.0	0	MAN1A11
0.0	2.12482800929228	0.982	0.249	0.0	0	RGS6
0.0	2.12335049709049	0.834	0.167	0.0	0	EPB41L4B
0.0	2.12086886616246	0.425	0.046	0.0	0	C4orf22
0.0	2.12061459190459	0.583	0.075	0.0	0	HTR2A
0.0	2.11736217897294	0.922	0.175	0.0	0	SATB2
0.0	2.11270636442534	0.351	0.044	0.0	0	RP11-430H10.4
0.0	2.1072146862593	0.789	0.135	0.0	0	GSG1L
0.0	2.10644306078877	0.621	0.082	0.0	0	MYO1B
0.0	2.09965322326928	0.343	0.022	0.0	0	KCNG3
0.0	2.09840422795362	0.303	0.017	0.0	0	GPR26
0.0	2.09493387686456	0.982	0.264	0.0	0	CAMK2A
0.0	2.09418089101453	0.707	0.126	0.0	0	TTC40
0.0	2.09251287596525	0.686	0.117	0.0	0	ANO3
0.0	2.08867813419386	0.556	0.07	0.0	0	MYO5C
0.0	2.08841524037861	0.498	0.058	0.0	0	VWA3A
0.0	2.08321179282653	0.789	0.153	0.0	0	NEURL1
0.0	2.08205536222152	0.455	0.048	0.0	0	MYOM2
0.0	2.07783471083656	0.762	0.125	0.0	0	GDA
0.0	2.07399550418783	0.822	0.154	0.0	0	ARHGAP10
0.0	2.07343532933281	0.361	0.045	0.0	0	FOSL2
0.0	2.06455383507552	0.87	0.17	0.0	0	MIR137HG
0.0	2.06176116925281	0.801	0.148	0.0	0	SLC8A2
0.0	2.05588470826418	0.982	0.254	0.0	0	RBFOX3
0.0	2.05548367840349	0.516	0.067	0.0	0	RP11-321E2.3
0.0	2.04901076294096	0.647	0.084	0.0	0	SLC24A4
0.0	2.04611947687357	0.437	0.043	0.0	0	GRASP
0.0	2.04536814522651	0.721	0.108	0.0	0	GULP1
0.0	2.04354005753409	0.606	0.089	0.0	0	C1orf95
0.0	2.04143771867382	0.979	0.267	0.0	0	SYN3
0.0	2.0377391914157	0.574	0.079	0.0	0	MFSD4
0.0	2.03108706019818	0.514	0.073	0.0	0	RP11-147N17.1
0.0	2.02764724314283	0.573	0.065	0.0	0	RP6-99M1.2
0.0	2.027517746968	0.348	0.032	0.0	0	DNAJC5G
0.0	2.02739754951977	0.666	0.113	0.0	0	MIR4435-1HG
0.0	2.02143094901986	0.452	0.04	0.0	0	EXPH5
0.0	2.01957199209627	0.75	0.135	0.0	0	CPNE8
0.0	2.01733359827042	0.884	0.189	0.0	0	PTPRR
0.0	2.0149711442077	0.701	0.095	0.0	0	SLC17A7
0.0	2.01124410059196	0.895	0.208	0.0	0	KIAA1549L
0.0	2.00743470007305	0.62	0.104	0.0	0	GALNT9
0.0	2.00169317155042	0.639	0.113	0.0	0	RP11-673E1.4
0.0	2.00092612153421	0.505	0.074	0.0	0	GFRA2
0.0	1.99000084120506	0.509	0.081	0.0	0	RASGEF1A
0.0	1.98863084057922	0.937	0.214	0.0	0	PCSK2
0.0	1.9867630267857	0.533	0.088	0.0	0	SBK1
0.0	1.98017465879825	0.776	0.158	0.0	0	PRMT8
0.0	1.97511966957977	0.329	0.038	0.0	0	CTD-2562J15.6
0.0	1.97014808737388	0.549	0.078	0.0	0	B4GALNT3
0.0	1.96903728475528	0.325	0.026	0.0	0	FREM3
0.0	1.96816476612809	0.992	0.327	0.0	0	LDB2
0.0	1.96744307360891	0.267	0.015	0.0	0	RP11-886D15.1
0.0	1.96466473941503	0.955	0.261	0.0	0	MIAT
0.0	1.96237728618731	0.339	0.031	0.0	0	TRIM54
0.0	1.95729593036548	0.498	0.076	0.0	0	CACNA1I
0.0	1.95118255048026	0.361	0.035	0.0	0	RTN4RL2
0.0	1.94404635596148	0.3	0.026	0.0	0	CTD-2050E21.1
0.0	1.94384351169436	0.525	0.084	0.0	0	OPN3
0.0	1.94351768978438	0.29	0.027	0.0	0	ARC
0.0	1.93690872262171	0.935	0.234	0.0	0	ST6GALNAC5
0.0	1.9369074093399	0.631	0.121	0.0	0	FAM153A
0.0	1.93628302847293	0.55	0.087	0.0	0	KIAA1462
0.0	1.92894682123795	0.472	0.065	0.0	0	EPHX4
0.0	1.92870894391857	0.864	0.202	0.0	0	SYBU
0.0	1.92558229441958	0.548	0.076	0.0	0	PLEKHG5
0.0	1.92460873572161	0.784	0.163	0.0	0	SNTB2
0.0	1.92410786483259	0.444	0.064	0.0	0	STARD4-AS1
0.0	1.91599368062347	0.932	0.234	0.0	0	SH3GL2
0.0	1.91575565198221	0.348	0.05	0.0	0	CCBE1
0.0	1.91543548158825	0.364	0.042	0.0	0	ICAM5
0.0	1.91497334526383	0.939	0.237	0.0	0	CACNA1E
0.0	1.91483532130275	0.669	0.126	0.0	0	JPH1
0.0	1.91237765289102	0.957	0.24	0.0	0	ITPR1
0.0	1.90988399283726	0.881	0.2	0.0	0	CHD5
0.0	1.90277857418308	0.567	0.078	0.0	0	HOPX
0.0	1.90166515984606	0.462	0.051	0.0	0	TESC
0.0	1.89909327654091	0.596	0.109	0.0	0	SPTBN2
0.0	1.89576844040031	0.381	0.037	0.0	0	COL5A1
0.0	1.89518923519249	0.86	0.172	0.0	0	BCL11A
0.0	1.89409521458567	0.639	0.111	0.0	0	BEGAIN
0.0	1.88604714966175	0.63	0.104	0.0	0	PHYHIP
0.0	1.88022493708325	0.801	0.179	0.0	0	PRKAR2B
0.0	1.87414327571769	0.415	0.06	0.0	0	SGPP2
0.0	1.87411594760526	0.271	0.026	0.0	0	ZNF831
0.0	1.87336625550002	0.531	0.09	0.0	0	NAGPA
0.0	1.87238523540255	0.782	0.159	0.0	0	ANKRD24
0.0	1.86615839872787	0.906	0.214	0.0	0	RIMBP2
0.0	1.86532137159851	0.473	0.074	0.0	0	ZMIZ1-AS1
0.0	1.86461421665541	0.518	0.078	0.0	0	DOC2A
0.0	1.86054651713869	0.938	0.235	0.0	0	LRFN2
0.0	1.85981027734279	0.349	0.042	0.0	0	AC016995.3
0.0	1.85820260283103	0.405	0.055	0.0	0	AC018359.1
0.0	1.8551714810782	0.766	0.164	0.0	0	KCNAB2
0.0	1.85254723606131	0.565	0.101	0.0	0	DRP2
0.0	1.84992815723398	0.78	0.163	0.0	0	IQSEC2
0.0	1.84987058549573	0.794	0.182	0.0	0	KCNQ2
0.0	1.8498036242886	0.32	0.033	0.0	0	IL12A-AS1
0.0	1.84955144608473	0.684	0.14	0.0	0	PACSIN1
0.0	1.84153573702949	0.465	0.063	0.0	0	PDIA5
0.0	1.84100666245751	0.434	0.064	0.0	0	NR4A3
0.0	1.84046810435279	0.44	0.069	0.0	0	CTD-2562J17.4
0.0	1.838315809261	0.886	0.213	0.0	0	KCNJ6
0.0	1.83555579668367	0.759	0.15	0.0	0	CPNE4
0.0	1.83518198954155	0.84	0.198	0.0	0	KLHL29
0.0	1.83334351721002	0.744	0.152	0.0	0	SIDT1
0.0	1.83282529580005	0.626	0.114	0.0	0	HTR1E
0.0	1.82908009607377	0.479	0.07	0.0	0	TNFRSF25
0.0	1.82892262369557	0.524	0.083	0.0	0	NPY1R
0.0	1.82599468941463	0.672	0.129	0.0	0	LIN7A
0.0	1.8252010969906	0.654	0.128	0.0	0	CTNNAL1
0.0	1.8242638120205	0.719	0.156	0.0	0	RP13-578N3.3
0.0	1.82343311865784	0.407	0.087	0.0	0	CHGB
0.0	1.8232485474112	0.572	0.11	0.0	0	SMPD3
0.0	1.82217244328857	0.523	0.095	0.0	0	STAT4
0.0	1.82197591667091	0.767	0.176	0.0	0	RNF165
0.0	1.82149331481784	0.961	0.301	0.0	0	HOMER1
0.0	1.81993757758793	0.629	0.102	0.0	0	ANXA11
0.0	1.81612705483622	0.968	0.27	0.0	0	LPHN2
0.0	1.8154122355175	0.952	0.259	0.0	0	NELL2
0.0	1.81464272699673	0.685	0.142	0.0	0	PPFIA4
0.0	1.81355461077902	0.988	0.327	0.0	0	FAM19A1
0.0	1.81191017253547	0.758	0.169	0.0	0	KCNN2
0.0	1.81119586575028	0.405	0.052	0.0	0	RP11-673E1.1
0.0	1.81109225161487	0.907	0.232	0.0	0	VSNL1
0.0	1.80801489108309	0.28	0.023	0.0	0	GRM2
0.0	1.80366562205959	0.572	0.103	0.0	0	ARNTL2
0.0	1.80160104022518	0.947	0.27	0.0	0	ABLIM2
0.0	1.79772972735823	0.323	0.038	0.0	0	LINC00152
0.0	1.79660127320157	0.896	0.224	0.0	0	KCNB2
0.0	1.79231900479546	0.956	0.247	0.0	0	MTUS2
0.0	1.78670648746386	0.525	0.095	0.0	0	PRKCG
0.0	1.78634515034492	0.463	0.074	0.0	0	LINC00276
0.0	1.78515787316768	0.434	0.063	0.0	0	MDGA1
0.0	1.78383386466086	0.936	0.254	0.0	0	KCNB1
0.0	1.780544858429	0.396	0.054	0.0	0	OTOGL
0.0	1.77912245292415	0.947	0.247	0.0	0	SRRM3
0.0	1.77431430677085	0.459	0.075	0.0	0	PTH2R
0.0	1.77335735293527	0.942	0.256	0.0	0	CELF5
0.0	1.77137831033583	0.529	0.095	0.0	0	GLIS1
0.0	1.77104283287997	0.522	0.09	0.0	0	MPP7
0.0	1.77039490142375	0.629	0.124	0.0	0	DMTN
0.0	1.76955667611046	0.838	0.202	0.0	0	CLSTN3
0.0	1.76937948614841	0.653	0.139	0.0	0	SHANK1
0.0	1.76222020110721	0.68	0.119	0.0	0	HPCAL1
0.0	1.75938868622642	0.78	0.174	0.0	0	IQSEC3
0.0	1.75898288737752	0.482	0.083	0.0	0	EPHA10
0.0	1.75435246928056	0.976	0.321	0.0	0	SORBS2
0.0	1.75227969408758	0.87	0.196	0.0	0	CDH9
0.0	1.7515186144801	0.385	0.045	0.0	0	SLC30A3
0.0	1.74849622374195	0.831	0.189	0.0	0	OLFM3
0.0	1.74812386453706	0.958	0.295	0.0	0	LINGO2
0.0	1.747729728608	0.632	0.116	0.0	0	FXYD7
0.0	1.7471113658487	0.968	0.286	0.0	0	SHANK2
0.0	1.7460987194378	0.409	0.061	0.0	0	OPRD1
0.0	1.74097220764195	0.728	0.15	0.0	0	SCN3B
0.0	1.7405370983289	0.254	0.019	0.0	0	KCNG1
0.0	1.740282903575	0.841	0.204	0.0	0	ADCY1
0.0	1.73702385361932	0.993	0.332	0.0	0	CHRM3
0.0	1.73564421875288	0.777	0.186	0.0	0	GAP43
0.0	1.7348483601193	0.924	0.246	0.0	0	MICAL2
0.0	1.73440284645611	0.771	0.192	0.0	0	JPH4
0.0	1.73343210946273	0.598	0.106	0.0	0	EPHA3
0.0	1.73215008065887	0.975	0.322	0.0	0	CDH18
0.0	1.73181899776899	0.531	0.09	0.0	0	PDP1
0.0	1.73084926549273	0.715	0.138	0.0	0	POU2F21
0.0	1.73002940121216	0.601	0.096	0.0	0	SEMA5B
0.0	1.72299432168909	0.529	0.097	0.0	0	CAMKV
0.0	1.7206779305987	0.436	0.074	0.0	0	KITLG
0.0	1.71732651536177	0.638	0.125	0.0	0	PTPRB
0.0	1.71676673612618	0.487	0.084	0.0	0	RIMS3
0.0	1.7164781392573	0.447	0.069	0.0	0	PDE1B
0.0	1.7159711489691	0.639	0.127	0.0	0	CA11
0.0	1.71558142986647	0.933	0.257	0.0	0	PRICKLE1
0.0	1.71428201991933	0.391	0.058	0.0	0	RP11-1252I4.2
0.0	1.71153678912549	0.366	0.047	0.0	0	ZDHHC23
0.0	1.71032552730809	0.586	0.121	0.0	0	SYT12
0.0	1.70974734965311	0.253	0.026	0.0	0	RP11-180P8.1
0.0	1.70843394057459	0.594	0.114	0.0	0	SYNPO2
0.0	1.7067409875934	0.301	0.034	0.0	0	DUSP14
0.0	1.70611376055809	0.94	0.29	0.0	0	CAMK4
0.0	1.70345642238065	0.903	0.245	0.0	0	UNC13A
0.0	1.70080620173434	0.296	0.04	0.0	0	RFPL2
0.0	1.70008273981942	0.45	0.075	0.0	0	RP11-302B13.5
0.0	1.69542477478681	0.807	0.195	0.0	0	ZNF804B
0.0	1.69334761568449	0.366	0.067	0.0	0	COL5A2
0.0	1.69191421561733	0.461	0.077	0.0	0	C11orf87
0.0	1.69092835642122	0.798	0.181	0.0	0	CCDC85A
0.0	1.68924999375234	0.303	0.04	0.0	0	KIF17
0.0	1.68895112626834	0.906	0.27	0.0	0	PVRL3
0.0	1.6869360696852	0.942	0.291	0.0	0	DOK6
0.0	1.68458032655135	0.673	0.145	0.0	0	SSBP4
0.0	1.68434153849423	0.983	0.296	0.0	0	WBSCR17
0.0	1.68185924711478	0.515	0.101	0.0	0	RP1-90G24.10
0.0	1.68151044213771	0.585	0.117	0.0	0	TUB
0.0	1.68149645018511	0.315	0.034	0.0	0	PTPRQ
0.0	1.67963255682691	0.265	0.031	0.0	0	PRSS3
0.0	1.67875237950496	0.816	0.203	0.0	0	ADD2
0.0	1.67750972301602	0.817	0.183	0.0	0	AQP4-AS1
0.0	1.67599987542307	0.983	0.309	0.0	0	CACNA1B
0.0	1.67587974285027	0.645	0.143	0.0	0	PTPN5
0.0	1.67536821243145	0.934	0.253	0.0	0	PLXNA4
0.0	1.67383426979259	0.318	0.046	0.0	0	MIR7-3HG
0.0	1.67311017459095	0.571	0.112	0.0	0	RP11-17L5.4
0.0	1.6719251474742	0.845	0.223	0.0	0	ST8SIA5
0.0	1.67008131199714	0.996	0.387	0.0	0	HS6ST3
0.0	1.66999865071208	0.94	0.293	0.0	0	KCTD1
0.0	1.6669791847997	0.699	0.157	0.0	0	RAPGEFL1
0.0	1.6657001043237	0.957	0.245	0.0	0	CA10
0.0	1.66507281834312	0.622	0.127	0.0	0	CDYL2
0.0	1.66369154364678	0.732	0.17	0.0	0	GABRG2
0.0	1.66049258200259	0.89	0.23	0.0	0	RAP1GAP21
0.0	1.65958030896343	0.783	0.194	0.0	0	GNB5
0.0	1.65806405027883	0.648	0.14	0.0	0	LZTS3
0.0	1.6574567988909	0.931	0.251	0.0	0	ZNF385B
0.0	1.65524916790544	0.641	0.127	0.0	0	CPNE5
0.0	1.65418244467588	0.94	0.294	0.0	0	CNKSR2
0.0	1.65372885720554	0.969	0.308	0.0	0	CDH12
0.0	1.65221910690416	0.785	0.189	0.0	0	C11orf80
0.0	1.64905228255472	0.415	0.065	0.0	0	FSIP1
0.0	1.64865959378415	0.984	0.306	0.0	0	GABBR2
0.0	1.64735740060016	0.598	0.124	0.0	0	ADAM11
0.0	1.64733314926338	0.409	0.048	0.0	0	ART3
0.0	1.64668361148367	0.429	0.057	0.0	0	ADAMTS8
0.0	1.6463086755567	0.331	0.042	0.0	0	LRRC2
0.0	1.64301782978615	0.898	0.228	0.0	0	NRGN
0.0	1.64199634931707	0.382	0.071	0.0	0	RAB37
0.0	1.64148409754056	0.776	0.199	0.0	0	GNAL
0.0	1.64075292445918	0.308	0.034	0.0	0	KCNV1
0.0	1.64014086521284	0.388	0.065	0.0	0	CTC-340D7.1
0.0	1.63792098163605	0.386	0.064	0.0	0	KIF9
0.0	1.63713372963368	0.666	0.156	0.0	0	JPH3
0.0	1.63642191139198	0.678	0.143	0.0	0	PPP4R4
0.0	1.63639175465708	0.792	0.189	0.0	0	CAMKK2
0.0	1.63611473191732	0.305	0.038	0.0	0	AKAP5
0.0	1.63549535256349	0.816	0.208	0.0	0	NEK10
0.0	1.63450463011902	0.883	0.233	0.0	0	NELL1
0.0	1.63185331201618	0.864	0.188	0.0	0	ZMAT4
0.0	1.62947344969374	0.952	0.293	0.0	0	KSR2
0.0	1.62913520719173	0.726	0.175	0.0	0	STXBP5-AS1
0.0	1.62841930776869	0.27	0.021	0.0	0	RP11-260G13.1
0.0	1.62693154418946	0.299	0.036	0.0	0	OBSCN
0.0	1.62653125663323	0.986	0.383	0.0	0	DGKB
0.0	1.62577825348284	0.334	0.052	0.0	0	C4orf50
0.0	1.62356625691657	0.852	0.225	0.0	0	PITPNM2
0.0	1.62318995753177	0.353	0.045	0.0	0	RAB11FIP1
0.0	1.62096269862019	0.389	0.092	0.0	0	RP11-123M6.2
0.0	1.62046420711573	0.489	0.095	0.0	0	SYT5
0.0	1.61919475239658	0.266	0.023	0.0	0	ABHD12B
0.0	1.61757799945996	0.872	0.233	0.0	0	CAP2
0.0	1.61615145335409	0.64	0.139	0.0	0	ST8SIA3
0.0	1.6159732962272	0.805	0.206	0.0	0	BSN
0.0	1.6155848366739	0.986	0.316	0.0	0	FRMPD4
0.0	1.61450989369618	0.996	0.412	0.0	0	ASIC2
0.0	1.61297533866901	0.431	0.083	0.0	0	AGAP2
0.0	1.61038877982631	0.632	0.138	0.0	0	CPLX2
0.0	1.60816796134335	0.947	0.282	0.0	0	CAMK2B
0.0	1.60802410844419	0.951	0.293	0.0	0	EPHA6
0.0	1.60790462794058	0.693	0.147	0.0	0	MMP17
0.0	1.6066426633598	0.981	0.351	0.0	0	GABRB3
0.0	1.60193843631346	0.793	0.204	0.0	0	CTD-2277K2.1
0.0	1.60051784348474	0.603	0.113	0.0	0	TRPC5
0.0	1.59967636048881	0.387	0.064	0.0	0	C20orf26
0.0	1.59956369384907	0.318	0.042	0.0	0	CACNB3
0.0	1.59950470364074	0.948	0.265	0.0	0	GRIN1
0.0	1.59672182345862	0.68	0.155	0.0	0	GABRA4
0.0	1.59583507920682	0.471	0.084	0.0	0	LINC00970
0.0	1.59382272457542	0.66	0.102	0.0	0	DENND31
0.0	1.59359595304065	0.645	0.12	0.0	0	ZBTB46
0.0	1.58775387335074	0.428	0.067	0.0	0	HTR4
0.0	1.58583548932307	0.385	0.066	0.0	0	KCNN1
0.0	1.58497256775562	0.855	0.23	0.0	0	OLFM1
0.0	1.58402481240825	0.263	0.024	0.0	0	GRB14
0.0	1.58299737044809	0.301	0.036	0.0	0	LRRIQ1
0.0	1.58228310266286	0.552	0.104	0.0	0	FAM212B
0.0	1.58199191106809	0.4	0.063	0.0	0	RP4-555D20.2
0.0	1.58177398104735	0.433	0.086	0.0	0	TMEM179
0.0	1.58122242098483	0.346	0.045	0.0	0	CCDC88C
0.0	1.58095915715977	0.484	0.099	0.0	0	CX3CL1
0.0	1.58070127088396	0.279	0.034	0.0	0	RP11-272L13.3
0.0	1.58062668067107	0.59	0.131	0.0	0	SLC12A5
0.0	1.57830236121918	0.445	0.066	0.0	0	ETS2
0.0	1.57656631040332	0.424	0.076	0.0	0	FBLN7
0.0	1.57646250445344	0.298	0.046	0.0	0	NNAT
0.0	1.57630162237274	0.679	0.162	0.0	0	MARCH4
0.0	1.57515804265897	0.459	0.08	0.0	0	RGS4
0.0	1.57390330283697	0.906	0.234	0.0	0	MAPK4
0.0	1.57379320855087	0.548	0.113	0.0	0	STX1A
0.0	1.57361010886994	0.516	0.098	0.0	0	PPP1R14C
0.0	1.56598690881708	0.635	0.145	0.0	0	KCNT1
0.0	1.56581162265298	0.452	0.095	0.0	0	ACTL6B
0.0	1.56494391774838	0.976	0.332	0.0	0	HECW1
0.0	1.56343170413414	0.931	0.25	0.0	0	SRRM4
0.0	1.56176922099168	0.416	0.078	0.0	0	LINC00407
0.0	1.56171306858426	0.494	0.109	0.0	0	CLEC2L
0.0	1.55852070078956	0.866	0.228	0.0	0	BMPER
0.0	1.55523257854782	0.386	0.072	0.0	0	GLB1L3
0.0	1.55486641521873	0.746	0.188	0.0	0	LINC00599
0.0	1.55112768786233	0.562	0.118	0.0	0	GABRA3
0.0	1.55057566947276	0.281	0.031	0.0	0	EGR3
0.0	1.55054929940867	0.681	0.165	0.0	0	SVOP
0.0	1.55032384601333	0.269	0.031	0.0	0	C1orf115
0.0	1.54824619942275	0.83	0.237	0.0	0	ARMC9
0.0	1.54818937661952	0.53	0.109	0.0	0	SLC12A8
0.0	1.54703503502706	0.847	0.222	0.0	0	NPTXR
0.0	1.54478274267913	0.339	0.058	0.0	0	CAMK1G
0.0	1.54377002595633	0.826	0.225	0.0	0	CNTN3
0.0	1.54163490138869	0.638	0.153	0.0	0	LRRC6
0.0	1.53979376755608	0.903	0.271	0.0	0	NPAS2
0.0	1.53805722337278	0.681	0.166	0.0	0	CTC-459F4.3
0.0	1.53781083934547	0.984	0.375	0.0	0	KCTD16
0.0	1.53728396791277	0.754	0.186	0.0	0	POLN
0.0	1.53673540970447	0.327	0.054	0.0	0	RP1-30E17.2
